ISO_Code,Year,"Climate related disasters frequency, Number of Disasters: Drought","Climate related disasters frequency, Number of Disasters: Extreme temperature","Climate related disasters frequency, Number of Disasters: Flood","Climate related disasters frequency, Number of Disasters: Landslide","Climate related disasters frequency, Number of Disasters: Storm","Climate related disasters frequency, Number of Disasters: TOTAL","Climate related disasters frequency, Number of Disasters: Wildfire"
756.0,F2002,,,,2.0,1.0,3.0,
756.0,F2003,,1.0,,,1.0,2.0,
756.0,F2004,,,,,,,
756.0,F2005,,1.0,1.0,,,2.0,
756.0,F2006,,,1.0,,1.0,2.0,
756.0,F2007,,,1.0,,2.0,3.0,
756.0,F2008,,,,,,,
756.0,F2009,,,,,1.0,1.0,
756.0,F2010,,1.0,,,1.0,2.0,
756.0,F2011,,,,,1.0,1.0,
756.0,F2012,,2.0,,,,2.0,
756.0,F2013,,,,,2.0,2.0,
756.0,F2014,,,,,1.0,1.0,
756.0,F2015,,,,,,,
756.0,F2016,,,,,,,
756.0,F2017,,,,,,,
756.0,F2018,,,,,1.0,1.0,
756.0,F2019,,,,,1.0,1.0,
756.0,F2020,,,,,1.0,1.0,
756.0,F2021,,,1.0,1.0,1.0,3.0,
756.0,F2022,,,,,,,
760.0,F1980,,,,,,,
760.0,F1981,,,,,,,
760.0,F1982,,,,,,,
760.0,F1983,,,,,,,
760.0,F1984,,,,,,,
760.0,F1985,,,,,,,
760.0,F1986,,,,,,,
760.0,F1987,,,,,,,
760.0,F1988,,,,,,,
760.0,F1989,,,,,,,
760.0,F1990,,,,,,,
760.0,F1991,,,,,,,
760.0,F1992,,,,,,,
760.0,F1993,,,,,,,
760.0,F1994,,,,,,,
760.0,F1995,,,,,,,
760.0,F1996,,,,,,,
760.0,F1997,,,,,,,
760.0,F1998,,,,,,,
760.0,F1999,1.0,,,,,1.0,
760.0,F2000,,,,,,,
760.0,F2001,,,,,1.0,1.0,
760.0,F2002,,,,1.0,,1.0,
760.0,F2003,,,,,,,
760.0,F2004,,,,,1.0,1.0,
760.0,F2005,,,,,,,
760.0,F2006,,,1.0,,,1.0,
760.0,F2007,,,,,,,
760.0,F2008,1.0,,,,,1.0,
760.0,F2009,,,,,,,
760.0,F2010,,,,,,,
760.0,F2011,,,,,,,
760.0,F2012,,,,,,,
760.0,F2013,,,,,,,
760.0,F2014,,,,,,,
760.0,F2015,,,,,2.0,2.0,
760.0,F2016,,,,,,,
760.0,F2017,,,,,,,
760.0,F2018,,,,,,,
760.0,F2019,,,1.0,,,1.0,
760.0,F2020,,,,,,1.0,1.0
760.0,F2021,1.0,,1.0,,,2.0,
760.0,F2022,,,,,1.0,1.0,
762.0,F1980,,,,,,,
762.0,F1981,,,,,,,
762.0,F1982,,,,,,,
762.0,F1983,,,,,,,
762.0,F1984,,,,,,,
762.0,F1985,,,,,,,
762.0,F1986,,,,,,,
762.0,F1987,,,,,,,
762.0,F1988,,,,,,,
762.0,F1989,,,,,,,
762.0,F1990,,,,,,,
762.0,F1991,,,,,,,
762.0,F1992,,,1.0,1.0,,2.0,
762.0,F1993,,,,1.0,,1.0,
762.0,F1994,,,1.0,,,1.0,
762.0,F1995,,,,,,,
762.0,F1996,,,1.0,,,1.0,
762.0,F1997,,,,1.0,,1.0,
762.0,F1998,,,2.0,1.0,,3.0,
762.0,F1999,,,1.0,,1.0,2.0,
762.0,F2000,1.0,,,,,1.0,
762.0,F2001,,,1.0,1.0,1.0,3.0,
762.0,F2002,,,4.0,,,4.0,
762.0,F2003,,,1.0,2.0,,3.0,
762.0,F2004,,,1.0,,,1.0,
762.0,F2005,,,2.0,1.0,,3.0,
762.0,F2006,,,,2.0,,2.0,
762.0,F2007,,,2.0,1.0,,3.0,
762.0,F2008,1.0,1.0,,,,2.0,
762.0,F2009,,,1.0,,,1.0,
762.0,F2010,,,2.0,,,2.0,
762.0,F2011,,,1.0,,,1.0,
762.0,F2012,,1.0,1.0,,,2.0,
762.0,F2013,,1.0,,,,1.0,
762.0,F2014,,,2.0,,,2.0,
762.0,F2015,,,2.0,1.0,,3.0,
762.0,F2016,,,1.0,,,1.0,
762.0,F2017,,,1.0,1.0,,2.0,
762.0,F2018,,,1.0,,,1.0,
762.0,F2019,,,1.0,,,1.0,
762.0,F2020,,,1.0,,,1.0,
762.0,F2021,,,1.0,1.0,,2.0,
762.0,F2022,,,,,,,
764.0,F1980,,,1.0,,,1.0,
764.0,F1981,,,,,2.0,2.0,
764.0,F1982,,,,,,,
764.0,F1983,,,1.0,,,1.0,
764.0,F1984,,,2.0,,,2.0,
764.0,F1985,,,1.0,,,1.0,
764.0,F1986,,,1.0,,,1.0,
764.0,F1987,,,1.0,,,1.0,
764.0,F1988,,,1.0,,,1.0,
764.0,F1989,,,,,1.0,1.0,
764.0,F1990,,,,,1.0,1.0,
764.0,F1991,1.0,,2.0,,1.0,4.0,
764.0,F1992,,,,,4.0,4.0,
764.0,F1993,1.0,,3.0,,2.0,6.0,
764.0,F1994,,,3.0,1.0,3.0,7.0,
764.0,F1995,,,1.0,,1.0,2.0,
764.0,F1996,,,1.0,,1.0,2.0,
764.0,F1997,,,1.0,,2.0,3.0,
764.0,F1998,,,,,,,
764.0,F1999,1.0,,6.0,,,7.0,
764.0,F2000,,,4.0,,1.0,5.0,
764.0,F2001,,,5.0,,1.0,6.0,
764.0,F2002,1.0,,2.0,1.0,2.0,6.0,
764.0,F2003,,,3.0,,1.0,4.0,
764.0,F2004,,,3.0,1.0,2.0,6.0,
764.0,F2005,1.0,,2.0,,2.0,6.0,1.0
764.0,F2006,,,3.0,,,3.0,
764.0,F2007,,,5.0,,,5.0,
764.0,F2008,1.0,,3.0,,2.0,6.0,
764.0,F2009,,,1.0,,,1.0,
764.0,F2010,1.0,,1.0,,,2.0,
764.0,F2011,1.0,,2.0,,1.0,4.0,
764.0,F2012,1.0,,1.0,,,2.0,
764.0,F2013,,,3.0,,,3.0,
764.0,F2014,1.0,1.0,4.0,,1.0,7.0,
764.0,F2015,1.0,,,,1.0,2.0,
764.0,F2016,,1.0,3.0,,,4.0,
764.0,F2017,,,4.0,,2.0,6.0,
764.0,F2018,,,,,,,
764.0,F2019,1.0,,1.0,,1.0,3.0,
764.0,F2020,,,3.0,,4.0,7.0,
764.0,F2021,,,5.0,,1.0,6.0,
764.0,F2022,,,9.0,,2.0,11.0,
768.0,F1980,1.0,,,,,1.0,
768.0,F1981,,,,,,,
768.0,F1982,,,,,,,
768.0,F1983,,,,,,,
768.0,F1984,,,,,,,
768.0,F1985,,,,,,,
768.0,F1986,,,,,,,
768.0,F1987,,,,,,,
768.0,F1988,,,,,,,
768.0,F1989,1.0,,,,,1.0,
768.0,F1990,,,,,,,
768.0,F1991,,,,,,,
768.0,F1992,,,,,,,
768.0,F1993,,,,,,,
768.0,F1994,,,1.0,,,1.0,
768.0,F1995,,,2.0,,,2.0,
768.0,F1996,,,,,,,
768.0,F1997,,,,,,,
768.0,F1998,,,1.0,,,1.0,
768.0,F1999,,,1.0,,,1.0,
768.0,F2000,,,,,,,
768.0,F2001,,,,,,,
768.0,F2002,,,,,,,
768.0,F2003,,,,,,,
768.0,F2004,,,,,,,
768.0,F2005,,,,,,,
768.0,F2006,,,1.0,,,1.0,
768.0,F2007,,,1.0,,,1.0,
768.0,F2008,,,1.0,,,1.0,
768.0,F2009,,,1.0,,,1.0,
768.0,F2010,,,2.0,,,2.0,
768.0,F2011,,,,,,,
768.0,F2012,,,,,,,
768.0,F2013,,,,,,,
768.0,F2014,,,,,,,
768.0,F2015,,,,,,,
768.0,F2016,,,,,,,
768.0,F2017,,,1.0,,,1.0,
768.0,F2018,,,,,,,
768.0,F2019,,,,,,,
768.0,F2020,,,1.0,,,1.0,
768.0,F2021,,,,,,,
768.0,F2022,,,1.0,,,1.0,
772.0,F1980,,,,,,,
772.0,F1981,,,,,,,
772.0,F1982,,,,,,,
772.0,F1983,,,,,,,
772.0,F1984,,,,,,,
772.0,F1985,,,,,,,
772.0,F1986,,,,,,,
772.0,F1987,,,,,1.0,1.0,
772.0,F1988,,,,,,,
772.0,F1989,,,,,,,
772.0,F1990,,,,,1.0,1.0,
772.0,F1991,,,,,,,
772.0,F1992,,,,,,,
772.0,F1993,,,,,,,
772.0,F1994,,,,,,,
772.0,F1995,,,,,,,
772.0,F1996,,,,,,,
772.0,F1997,,,,,,,
772.0,F1998,,,,,,,
772.0,F1999,,,,,,,
772.0,F2000,,,,,,,
772.0,F2001,,,,,,,
772.0,F2002,,,,,,,
772.0,F2003,,,,,,,
772.0,F2004,,,,,,,
772.0,F2005,,,,,1.0,1.0,
772.0,F2006,,,,,,,
772.0,F2007,,,,,,,
772.0,F2008,,,,,,,
772.0,F2009,,,,,,,
772.0,F2010,,,,,,,
772.0,F2011,,,,,,,
772.0,F2012,,,,,,,
772.0,F2013,,,,,,,
772.0,F2014,,,,,,,
772.0,F2015,,,,,,,
772.0,F2016,,,,,,,
772.0,F2017,,,,,,,
772.0,F2018,,,,,,,
772.0,F2019,,,,,,,
772.0,F2020,,,,,,,
772.0,F2021,,,,,,,
772.0,F2022,,,,,,,
776.0,F1980,,,,,,,
776.0,F1981,,,,,,,
776.0,F1982,,,,,2.0,2.0,
776.0,F1983,,,,,,,
776.0,F1984,,,,,,,
776.0,F1985,,,,,,,
776.0,F1986,,,,,,,
776.0,F1987,,,,,,,
776.0,F1988,,,,,,,
776.0,F1989,,,,,,,
776.0,F1990,,,,,1.0,1.0,
776.0,F1991,,,,,,,
776.0,F1992,,,,,,,
776.0,F1993,,,,,,,
776.0,F1994,,,,,,,
776.0,F1995,,,,,,,
776.0,F1996,,,,,,,
776.0,F1997,,,,,1.0,1.0,
776.0,F1998,,,,,2.0,2.0,
776.0,F1999,,,,,,,
776.0,F2000,,,,,,,
776.0,F2001,,,,,1.0,1.0,
776.0,F2002,,,,,,,
776.0,F2003,,,,,,,
776.0,F2004,,,,,1.0,1.0,
776.0,F2005,,,,,,,
776.0,F2006,,,,,,,
776.0,F2007,,,,,,,
776.0,F2008,,,,,,,
776.0,F2009,,,,,,,
776.0,F2010,,,,,,,
776.0,F2011,,,,,1.0,1.0,
776.0,F2012,,,,,,,
776.0,F2013,,,,,,,
776.0,F2014,,,,,1.0,1.0,
776.0,F2015,1.0,,,,,1.0,
776.0,F2016,,,,,3.0,3.0,
776.0,F2017,,,,,,,
776.0,F2018,,,,,1.0,1.0,
776.0,F2019,,,,,,,
776.0,F2020,,,,,1.0,1.0,
776.0,F2021,,,,,,,
776.0,F2022,,,,,,,
780.0,F1980,,,,,,,
780.0,F1981,,,,,,,
780.0,F1982,,,,,,,
780.0,F1983,,,,,,,
780.0,F1984,,,,,,,
780.0,F1985,,,,,,,
780.0,F1986,,,,,,,
780.0,F1987,,,,,,,
780.0,F1988,,,,,,,
780.0,F1989,,,,,,,
780.0,F1990,,,,,1.0,1.0,
780.0,F1991,,,,,,,
780.0,F1992,,,,,,,
780.0,F1993,,,1.0,,,1.0,
780.0,F1994,,,,,,,
780.0,F1995,,,,,,,
780.0,F1996,,,1.0,,,1.0,
780.0,F1997,,,,,,,
780.0,F1998,,,,,,,
780.0,F1999,,,,,,,
780.0,F2000,,,,,,,
780.0,F2001,,,,,,,
780.0,F2002,,,,,,,
780.0,F2003,,,,,,,
780.0,F2004,,,,1.0,1.0,2.0,
780.0,F2005,,,,,1.0,1.0,
780.0,F2006,,,,,,,
780.0,F2007,,,,,,,
780.0,F2008,,,,,,,
780.0,F2009,,,,,,,
780.0,F2010,1.0,,,,,1.0,
780.0,F2011,,,,,,,
780.0,F2012,,,,,,,
780.0,F2013,,,,,,,
780.0,F2014,,,,,,,
780.0,F2015,,,,,,,
780.0,F2016,,,,,,,
780.0,F2017,,,,,,,
780.0,F2018,,,1.0,,,1.0,
780.0,F2019,,,,,,,
780.0,F2020,,,,,,,
780.0,F2021,,,,,,,
780.0,F2022,,,1.0,,,1.0,
784.0,F1980,,,,,,,
784.0,F1981,,,,,,,
784.0,F1982,,,,,,,
784.0,F1983,,,,,,,
784.0,F1984,,,,,,,
784.0,F1985,,,,,,,
784.0,F1986,,,,,,,
784.0,F1987,,,,,,,
784.0,F1988,,,,,,,
784.0,F1989,,,,,,,
784.0,F1990,,,,,,,
784.0,F1991,,,,,,,
784.0,F1992,,,,,,,
784.0,F1993,,,,,,,
784.0,F1994,,,,,,,
784.0,F1995,,,,,,,
784.0,F1996,,,,,,,
784.0,F1997,,,,,,,
784.0,F1998,,,,,,,
784.0,F1999,,,,,,,
784.0,F2000,,,,,,,
784.0,F2001,,,,,,,
784.0,F2002,,,,,,,
784.0,F2003,,,,,,,
784.0,F2004,,,,,,,
784.0,F2005,,,,,,,
784.0,F2006,,,,,,,
784.0,F2007,,,,,,,
784.0,F2008,,,,,,,
784.0,F2009,,,,,,,
784.0,F2010,,,,,,,
784.0,F2011,,,,,,,
784.0,F2012,,,,,,,
784.0,F2013,,,,,,,
784.0,F2014,,,,,,,
784.0,F2015,,,,,,,
784.0,F2016,,,,,,,
784.0,F2017,,,1.0,,,1.0,
784.0,F2018,,,,,,,
784.0,F2019,,,,,,,
784.0,F2020,,,,,,,
784.0,F2021,,,,,,,
784.0,F2022,,,,,,,
788.0,F1980,,,,,,,
788.0,F1981,,,,,,,
788.0,F1982,,,1.0,,,1.0,
788.0,F1983,,,,,,,
788.0,F1984,,,,,,,
788.0,F1985,,,,,,,
788.0,F1986,,,1.0,,,1.0,
788.0,F1987,,,,,,,
788.0,F1988,1.0,,,,,1.0,
788.0,F1989,,,,,,,
788.0,F1990,,,1.0,,,1.0,
788.0,F1991,,,,,,,
788.0,F1992,,,,,,,
788.0,F1993,,,,,,,
788.0,F1994,,,,,,,
788.0,F1995,,,,,,,
788.0,F1996,,,,,,,
788.0,F1997,,,,,,,
788.0,F1998,,,,,,,
788.0,F1999,,,,,,,
788.0,F2000,,,,,,,
788.0,F2001,,,,,,,
788.0,F2002,,,,,,,
788.0,F2003,,,2.0,,,2.0,
788.0,F2004,,,,,,,
788.0,F2005,,,,,,,
788.0,F2006,,,,,,,
788.0,F2007,,,2.0,,,2.0,
788.0,F2008,,,,,,,
788.0,F2009,,,1.0,,,1.0,
788.0,F2010,,,,,,,
788.0,F2011,,,,,,,
788.0,F2012,,,,,,,
788.0,F2013,,,,,,,
788.0,F2014,,,,,,,
788.0,F2015,,,,,,,
788.0,F2016,,,,,,,
788.0,F2017,,,,,,1.0,1.0
788.0,F2018,,,2.0,,,2.0,
788.0,F2019,,,,,,,
788.0,F2020,,,1.0,,,1.0,
788.0,F2021,,,1.0,,,2.0,1.0
788.0,F2022,,,1.0,,,1.0,
792.0,F1980,,,1.0,1.0,,2.0,
792.0,F1981,,,1.0,,,1.0,
792.0,F1982,,,,,,,
792.0,F1983,,,,,,,
792.0,F1984,,,1.0,,,1.0,
792.0,F1985,,,,,,1.0,1.0
792.0,F1986,,,,,,,
792.0,F1987,,1.0,,,,1.0,
792.0,F1988,,,1.0,1.0,,2.0,
792.0,F1989,,,,,,,
792.0,F1990,,,2.0,,,2.0,
792.0,F1991,,,1.0,,1.0,2.0,
792.0,F1992,,,,,,,
792.0,F1993,,,,1.0,,1.0,
792.0,F1994,,1.0,,,1.0,2.0,
792.0,F1995,,,2.0,1.0,,3.0,
792.0,F1996,,,,,,1.0,1.0
792.0,F1997,,,,,,,
792.0,F1998,,,3.0,,,3.0,
792.0,F1999,,,,,,,
792.0,F2000,,1.0,1.0,,,4.0,2.0
792.0,F2001,,1.0,3.0,1.0,,5.0,
792.0,F2002,,,1.0,,1.0,2.0,
792.0,F2003,,,1.0,,,1.0,
792.0,F2004,,1.0,3.0,,3.0,7.0,
792.0,F2005,,1.0,2.0,1.0,1.0,5.0,
792.0,F2006,,,2.0,,,2.0,
792.0,F2007,,1.0,3.0,,,4.0,
792.0,F2008,,,,,,1.0,1.0
792.0,F2009,,,2.0,2.0,,4.0,
792.0,F2010,,,,1.0,,1.0,
792.0,F2011,,,1.0,,,1.0,
792.0,F2012,,,1.0,,,1.0,
792.0,F2013,,,,1.0,,1.0,
792.0,F2014,,,,,,,
792.0,F2015,,,2.0,,,2.0,
792.0,F2016,,,,,,,
792.0,F2017,,,,,1.0,1.0,
792.0,F2018,,,,1.0,,1.0,
792.0,F2019,,,3.0,,,3.0,
792.0,F2020,,,3.0,1.0,1.0,5.0,
792.0,F2021,,,2.0,,,3.0,1.0
792.0,F2022,,,3.0,,,3.0,
795.0,F1980,,,,,,,
795.0,F1981,,,,,,,
795.0,F1982,,,,,,,
795.0,F1983,,,,,,,
795.0,F1984,,,,,,,
795.0,F1985,,,,,,,
795.0,F1986,,,,,,,
795.0,F1987,,,,,,,
795.0,F1988,,,,,,,
795.0,F1989,,,,,,,
795.0,F1990,,,,,,,
795.0,F1991,,,,,,,
795.0,F1992,,,,,,,
795.0,F1993,,,1.0,,,1.0,
795.0,F1994,,,,,,,
795.0,F1995,,,,,,,
795.0,F1996,,,,,,,
795.0,F1997,,,,,,,
795.0,F1998,,,,,,,
795.0,F1999,,,,,,,
795.0,F2000,,,,,,,
795.0,F2001,,,,,,,
795.0,F2002,,,,,,,
795.0,F2003,,,,,,,
795.0,F2004,,,,,,,
795.0,F2005,,,,,,,
795.0,F2006,,,,,,,
795.0,F2007,,,,,,,
795.0,F2008,,,,,,,
795.0,F2009,,,,,,,
795.0,F2010,,,,,,,
795.0,F2011,,,,,,,
795.0,F2012,,,,,,,
795.0,F2013,,,,,,,
795.0,F2014,,,,,,,
795.0,F2015,,,,,,,
795.0,F2016,,,,,,,
795.0,F2017,,,,,,,
795.0,F2018,,,,,,,
795.0,F2019,,,,,,,
795.0,F2020,,,,,,,
795.0,F2021,,,,,,,
795.0,F2022,,,,,,,
796.0,F1980,,,,,,,
796.0,F1981,,,,,,,
796.0,F1982,,,,,,,
796.0,F1983,,,,,,,
796.0,F1984,,,,,,,
796.0,F1985,,,,,1.0,1.0,
796.0,F1986,,,,,,,
796.0,F1987,,,,,,,
796.0,F1988,,,,,,,
796.0,F1989,,,,,,,
796.0,F1990,,,,,1.0,1.0,
796.0,F1991,,,,,,,
796.0,F1992,,,,,,,
796.0,F1993,,,,,,,
796.0,F1994,,,,,,,
796.0,F1995,,,,,,,
796.0,F1996,,,,,,,
796.0,F1997,,,,,,,
796.0,F1998,,,,,,,
796.0,F1999,,,,,,,
796.0,F2000,,,,,,,
796.0,F2001,,,,,,,
796.0,F2002,,,,,,,
796.0,F2003,,,,,,,
796.0,F2004,,,,,1.0,1.0,
796.0,F2005,,,,,,,
796.0,F2006,,,,,,,
796.0,F2007,,,,,,,
796.0,F2008,,,,,3.0,3.0,
796.0,F2009,,,,,,,
796.0,F2010,,,,,,,
796.0,F2011,,,,,,,
796.0,F2012,,,,,,,
796.0,F2013,,,,,,,
796.0,F2014,,,,,,,
796.0,F2015,,,,,,,
796.0,F2016,,,,,,,
796.0,F2017,,,,,1.0,1.0,
796.0,F2018,,,,,,,
796.0,F2019,,,,,,,
796.0,F2020,,,,,,,
796.0,F2021,,,,,,,
796.0,F2022,,,,,,,
798.0,F1980,,,,,,,
798.0,F1981,,,,,,,
798.0,F1982,,,,,,,
798.0,F1983,,,,,,,
798.0,F1984,,,,,1.0,1.0,
798.0,F1985,,,,,,,
798.0,F1986,,,,,,,
798.0,F1987,,,,,1.0,1.0,
798.0,F1988,,,,,,,
798.0,F1989,,,,,,,
798.0,F1990,,,,,1.0,1.0,
798.0,F1991,,,,,,,
798.0,F1992,,,,,,,
798.0,F1993,,,,,1.0,1.0,
798.0,F1994,,,,,,,
798.0,F1995,,,,,,,
798.0,F1996,,,,,,,
798.0,F1997,,,,,,,
798.0,F1998,,,,,,,
798.0,F1999,,,,,,,
798.0,F2000,,,,,,,
798.0,F2001,,,,,,,
798.0,F2002,,,,,,,
798.0,F2003,,,,,,,
798.0,F2004,,,,,,,
798.0,F2005,,,,,,,
798.0,F2006,,,,,,,
798.0,F2007,,,,,,,
798.0,F2008,,,,,,,
798.0,F2009,,,,,,,
798.0,F2010,,,,,,,
798.0,F2011,1.0,,,,,1.0,
798.0,F2012,,,,,,,
798.0,F2013,,,,,,,
798.0,F2014,,,,,,,
798.0,F2015,,,,,1.0,1.0,
798.0,F2016,,,,,,,
798.0,F2017,,,,,,,
798.0,F2018,,,,,,,
798.0,F2019,,,,,,,
798.0,F2020,,,,,1.0,1.0,
798.0,F2021,1.0,,,,,1.0,
798.0,F2022,,,,,,,
800.0,F1980,,,,,,,
800.0,F1981,,,,,,,
800.0,F1982,,,,,,,
800.0,F1983,,,,,,,
800.0,F1984,,,,,,,
800.0,F1985,,,,,,,
800.0,F1986,,,,,,,
800.0,F1987,1.0,,,,,1.0,
800.0,F1988,,,,,,,
800.0,F1989,,,,,,,
800.0,F1990,,,,,,,
800.0,F1991,,,,,,,
800.0,F1992,,,,,,,
800.0,F1993,,,,,,,
800.0,F1994,,,,,,,
800.0,F1995,,,,,,,
800.0,F1996,,,,,,,
800.0,F1997,,,1.0,1.0,,2.0,
800.0,F1998,1.0,,1.0,,,2.0,
800.0,F1999,1.0,,,,,1.0,
800.0,F2000,,,,,2.0,2.0,
800.0,F2001,,,2.0,1.0,,3.0,
800.0,F2002,1.0,,2.0,,1.0,4.0,
800.0,F2003,,,2.0,,,2.0,
800.0,F2004,,,2.0,,,2.0,
800.0,F2005,1.0,,,,,1.0,
800.0,F2006,,,2.0,,,2.0,
800.0,F2007,,,2.0,,,2.0,
800.0,F2008,1.0,,1.0,,,2.0,
800.0,F2009,,,,,,,
800.0,F2010,1.0,,,1.0,,2.0,
800.0,F2011,,,1.0,,1.0,2.0,
800.0,F2012,,,1.0,1.0,,2.0,
800.0,F2013,,,1.0,,,1.0,
800.0,F2014,,,,,,,
800.0,F2015,,,,,,,
800.0,F2016,,,1.0,1.0,,2.0,
800.0,F2017,,,1.0,,,1.0,
800.0,F2018,,,,1.0,,1.0,
800.0,F2019,,,5.0,3.0,,8.0,
800.0,F2020,,,5.0,,1.0,6.0,
800.0,F2021,,,3.0,,,3.0,
800.0,F2022,1.0,,3.0,1.0,,5.0,
804.0,F1980,,,,,,,
804.0,F1981,,,,,,,
804.0,F1982,,,,,,,
804.0,F1983,,,,,,,
804.0,F1984,,,,,,,
804.0,F1985,,,,,,,
804.0,F1986,,,,,,,
804.0,F1987,,,,,,,
804.0,F1988,,,,,,,
804.0,F1989,,,,,,,
804.0,F1990,,,,,,,
804.0,F1991,,,,,,,
804.0,F1992,,,,,1.0,1.0,
804.0,F1993,,,2.0,,,2.0,
804.0,F1994,,,,,,,
804.0,F1995,,,1.0,,,1.0,
804.0,F1996,,,1.0,,,1.0,
804.0,F1997,,,1.0,,1.0,2.0,
804.0,F1998,,,1.0,,,1.0,
804.0,F1999,,,,,,,
804.0,F2000,,1.0,,,3.0,4.0,
804.0,F2001,,,1.0,,,1.0,
804.0,F2002,,,,,,,
804.0,F2003,,,1.0,,,1.0,
804.0,F2004,,,,,,,
804.0,F2005,,1.0,1.0,,,2.0,
804.0,F2006,,,2.0,,,2.0,
804.0,F2007,,,,,2.0,2.0,
804.0,F2008,,1.0,1.0,,,2.0,
804.0,F2009,,1.0,,,,1.0,
804.0,F2010,,,1.0,,,1.0,
804.0,F2011,,,,,,,
804.0,F2012,1.0,2.0,,,,3.0,
804.0,F2013,,,1.0,,,1.0,
804.0,F2014,,,,,,,
804.0,F2015,,,,,,,
804.0,F2016,,1.0,1.0,,,2.0,
804.0,F2017,,1.0,,,,1.0,
804.0,F2018,,,,,1.0,1.0,
804.0,F2019,,,,,,,
804.0,F2020,,,1.0,,,3.0,2.0
804.0,F2021,,,,,1.0,1.0,
804.0,F2022,,,,,,,
807.0,F1980,,,,,,,
807.0,F1981,,,,,,,
807.0,F1982,,,,,,,
807.0,F1983,,,,,,,
807.0,F1984,,,,,,,
807.0,F1985,,,,,,,
807.0,F1986,,,,,,,
807.0,F1987,,,,,,,
807.0,F1988,,,,,,,
807.0,F1989,,,,,,,
807.0,F1990,,,,,,,
807.0,F1991,,,,,,,
807.0,F1992,,,,,,,
807.0,F1993,1.0,,,,,1.0,
807.0,F1994,,,,,,,
807.0,F1995,,,1.0,,,1.0,
807.0,F1996,,,,,,,
807.0,F1997,,,,,,,
807.0,F1998,,,,,,,
807.0,F1999,,,,,,,
807.0,F2000,,,,,,1.0,1.0
807.0,F2001,,1.0,,,,1.0,
807.0,F2002,,,1.0,,,1.0,
807.0,F2003,,,2.0,,,2.0,
807.0,F2004,,1.0,1.0,,,2.0,
807.0,F2005,,,1.0,,1.0,2.0,
807.0,F2006,,,1.0,,,1.0,
807.0,F2007,,1.0,,,,2.0,1.0
807.0,F2008,,,,,,,
807.0,F2009,,,,,,,
807.0,F2010,,,,,,,
807.0,F2011,,,,,,,
807.0,F2012,,1.0,,,,1.0,
807.0,F2013,,,1.0,,,1.0,
807.0,F2014,,1.0,,,,1.0,
807.0,F2015,,,2.0,,,2.0,
807.0,F2016,,,1.0,,,1.0,
807.0,F2017,,1.0,,,,1.0,
807.0,F2018,,,,,,,
807.0,F2019,,,,,,,
807.0,F2020,,,,,,,
807.0,F2021,,,,,,1.0,1.0
807.0,F2022,,,,,,,
818.0,F1980,,,,,,,
818.0,F1981,,,,,,,
818.0,F1982,,,,,,,
818.0,F1983,,,,,,,
818.0,F1984,,,,,,,
818.0,F1985,,,,,,,
818.0,F1986,,,,,,,
818.0,F1987,,,,,1.0,1.0,
818.0,F1988,,,,,,,
818.0,F1989,,,,,,,
818.0,F1990,,,,,,,
818.0,F1991,,,1.0,,,1.0,
818.0,F1992,,,,,,,
818.0,F1993,,,,,,,
818.0,F1994,,,1.0,,,1.0,
818.0,F1995,,1.0,1.0,,,2.0,
818.0,F1996,,1.0,1.0,,,2.0,
818.0,F1997,,,1.0,,1.0,2.0,
818.0,F1998,,,,,,,
818.0,F1999,,,,,,,
818.0,F2000,,1.0,,,,1.0,
818.0,F2001,,,,,,,
818.0,F2002,,,2.0,,,2.0,
818.0,F2003,,,,,,,
818.0,F2004,,,,,1.0,1.0,
818.0,F2005,,,,,,,
818.0,F2006,,,,,,,
818.0,F2007,,,,,,,
818.0,F2008,,,,,,,
818.0,F2009,,,,,,,
818.0,F2010,,,2.0,,1.0,3.0,
818.0,F2011,,,,,,,
818.0,F2012,,,,,,,
818.0,F2013,,,,,,,
818.0,F2014,,,,,,,
818.0,F2015,,1.0,,,2.0,3.0,
818.0,F2016,,,,,1.0,1.0,
818.0,F2017,,,,,,,
818.0,F2018,,,,,,,
818.0,F2019,,,,,,,
818.0,F2020,,,1.0,,,1.0,
818.0,F2021,,,1.0,,,1.0,
818.0,F2022,,,,,,,
826.0,F1980,,,,,,,
826.0,F1981,,,,,1.0,1.0,
826.0,F1982,,,,,,,
826.0,F1983,,,,,1.0,1.0,
826.0,F1984,,,,,1.0,1.0,
826.0,F1985,,,,,,,
826.0,F1986,,,,,1.0,1.0,
826.0,F1987,,,,,1.0,1.0,
826.0,F1988,,,,,,,
826.0,F1989,,,,,1.0,1.0,
826.0,F1990,,,,,7.0,7.0,
826.0,F1991,,1.0,,,1.0,2.0,
826.0,F1992,,,,,,,
826.0,F1993,,,2.0,,,2.0,
826.0,F1994,,,2.0,,,2.0,
826.0,F1995,,,,,1.0,1.0,
826.0,F1996,,,,,1.0,1.0,
826.0,F1997,,1.0,2.0,,,3.0,
826.0,F1998,,,1.0,,3.0,4.0,
826.0,F1999,,,1.0,,2.0,3.0,
826.0,F2000,,,3.0,,3.0,6.0,
826.0,F2001,,,2.0,,,2.0,
826.0,F2002,,,3.0,,2.0,5.0,
826.0,F2003,,1.0,,,,1.0,
826.0,F2004,,,1.0,,,1.0,
826.0,F2005,,2.0,,,2.0,4.0,
826.0,F2006,,,,,,,
826.0,F2007,,,3.0,,1.0,4.0,
