ISO_Code,Year,"Climate related disasters frequency, Number of Disasters: Drought","Climate related disasters frequency, Number of Disasters: Extreme temperature","Climate related disasters frequency, Number of Disasters: Flood","Climate related disasters frequency, Number of Disasters: Landslide","Climate related disasters frequency, Number of Disasters: Storm","Climate related disasters frequency, Number of Disasters: TOTAL","Climate related disasters frequency, Number of Disasters: Wildfire"
430.0,F1999,,,,,,,
430.0,F2000,,,,,,,
430.0,F2001,,,,,,,
430.0,F2002,,,,,,,
430.0,F2003,,,,,,,
430.0,F2004,,,,,,,
430.0,F2005,,,,,,,
430.0,F2006,,,,,,,
430.0,F2007,,,1.0,,1.0,2.0,
430.0,F2008,,,1.0,,,1.0,
430.0,F2009,,,1.0,,,1.0,
430.0,F2010,,,1.0,,,1.0,
430.0,F2011,,,,,,,
430.0,F2012,,,,,,,
430.0,F2013,,,,,,,
430.0,F2014,,,,,,,
430.0,F2015,,,,,,,
430.0,F2016,,,1.0,,,1.0,
430.0,F2017,,,,,,,
430.0,F2018,,,,,,,
430.0,F2019,,,,,,,
430.0,F2020,,,,,,,
430.0,F2021,,,,,,,
430.0,F2022,,,,,,,
434.0,F1980,,,,,,,
434.0,F1981,,,,,,,
434.0,F1982,,,,,,,
434.0,F1983,,,,,,,
434.0,F1984,,,,,,,
434.0,F1985,,,,,,,
434.0,F1986,,,,,,,
434.0,F1987,,,,,,,
434.0,F1988,,,,,,,
434.0,F1989,,,,,,,
434.0,F1990,,,,,,,
434.0,F1991,,,,,,,
434.0,F1992,,,,,,,
434.0,F1993,,,,,,,
434.0,F1994,,,,,,,
434.0,F1995,,,1.0,,,1.0,
434.0,F1996,,,,,,,
434.0,F1997,,,,,,,
434.0,F1998,,,,,,,
434.0,F1999,,,,,,,
434.0,F2000,,,,,,,
434.0,F2001,,,,,,,
434.0,F2002,,,,,,,
434.0,F2003,,,,,,,
434.0,F2004,,,,,,,
434.0,F2005,,,,,,,
434.0,F2006,,,,,,,
434.0,F2007,,,,,,,
434.0,F2008,,,,,,,
434.0,F2009,,,,,,,
434.0,F2010,,,,,,,
434.0,F2011,,,,,,,
434.0,F2012,,,,,,,
434.0,F2013,,,1.0,,,1.0,
434.0,F2014,,,,,,,
434.0,F2015,,,,,,,
434.0,F2016,,,,,,,
434.0,F2017,,,,,,,
434.0,F2018,,,,,,,
434.0,F2019,,,1.0,,,1.0,
434.0,F2020,,,,,,,
434.0,F2021,,,,,,,
434.0,F2022,,,,,,,
440.0,F1980,,,,,,,
440.0,F1981,,,,,,,
440.0,F1982,,,,,,,
440.0,F1983,,,,,,,
440.0,F1984,,,,,,,
440.0,F1985,,,,,,,
440.0,F1986,,,,,,,
440.0,F1987,,,,,,,
440.0,F1988,,,,,,,
440.0,F1989,,,,,,,
440.0,F1990,,,,,,,
440.0,F1991,,,,,,,
440.0,F1992,1.0,,,,,1.0,
440.0,F1993,,,,,1.0,1.0,
440.0,F1994,,,,,,,
440.0,F1995,,,,,,,
440.0,F1996,,,,,,,
440.0,F1997,,,,,,,
440.0,F1998,,,,,,,
440.0,F1999,,1.0,,,1.0,2.0,
440.0,F2000,,,,,,,
440.0,F2001,,1.0,,,,1.0,
440.0,F2002,,,,,,,
440.0,F2003,,,,,,,
440.0,F2004,,,,,,,
440.0,F2005,,,1.0,,1.0,2.0,
440.0,F2006,1.0,,,,,1.0,
440.0,F2007,,,,,,,
440.0,F2008,,,,,,,
440.0,F2009,,,,,,,
440.0,F2010,,1.0,1.0,,,2.0,
440.0,F2011,,,,,,,
440.0,F2012,,2.0,,,,2.0,
440.0,F2013,,,,,,,
440.0,F2014,,,,,,,
440.0,F2015,,,,,,,
440.0,F2016,,,,,,,
440.0,F2017,,,,,,,
440.0,F2018,1.0,1.0,,,,2.0,
440.0,F2019,,,,,,,
440.0,F2020,,,,,,,
440.0,F2021,,,,,,,
440.0,F2022,,,,,,,
442.0,F1980,,,,,,,
442.0,F1981,,,,,,,
442.0,F1982,,,,,,,
442.0,F1983,,,1.0,,,1.0,
442.0,F1984,,,,,,,
442.0,F1985,,,,,,,
442.0,F1986,,,,,,,
442.0,F1987,,,,,,,
442.0,F1988,,,,,,,
442.0,F1989,,,,,,,
442.0,F1990,,,,,6.0,6.0,
442.0,F1991,,,,,,,
442.0,F1992,,,,,,,
442.0,F1993,,,1.0,,,1.0,
442.0,F1994,,,,,,,
442.0,F1995,,,,,1.0,1.0,
442.0,F1996,,,,,,,
442.0,F1997,,,,,,,
442.0,F1998,,,,,,,
442.0,F1999,,,,,,,
442.0,F2000,,,,,,,
442.0,F2001,,,,,,,
442.0,F2002,,,,,,,
442.0,F2003,,1.0,,,,1.0,
442.0,F2004,,,,,,,
442.0,F2005,,,,,,,
442.0,F2006,,,,,,,
442.0,F2007,,,,,,,
442.0,F2008,,,,,,,
442.0,F2009,,,,,,,
442.0,F2010,,,,,1.0,1.0,
442.0,F2011,,,,,,,
442.0,F2012,,,,,,,
442.0,F2013,,,,,,,
442.0,F2014,,,,,,,
442.0,F2015,,,,,,,
442.0,F2016,,,,,,,
442.0,F2017,,,,,,,
442.0,F2018,,,,,,,
442.0,F2019,,,,,1.0,1.0,
442.0,F2020,,,,,,,
442.0,F2021,,,1.0,,,1.0,
442.0,F2022,,,,,,,
446.0,F1980,,,,,,,
446.0,F1981,,,,,,,
446.0,F1982,,,,,,,
446.0,F1983,,,,,,,
446.0,F1984,,,,,,,
446.0,F1985,,,,,,,
446.0,F1986,,,,,,,
446.0,F1987,,,,,,,
446.0,F1988,,,,,,,
446.0,F1989,,,,,,,
446.0,F1990,,,,,,,
446.0,F1991,,,,,,,
446.0,F1992,,,,,,,
446.0,F1993,,,,,4.0,4.0,
446.0,F1994,,,,,,,
446.0,F1995,,,,,,,
446.0,F1996,,,,,,,
446.0,F1997,,,,,,,
446.0,F1998,,,,,,,
446.0,F1999,,,,,,,
446.0,F2000,,,,,,,
446.0,F2001,,,,,,,
446.0,F2002,,,,,,,
446.0,F2003,,,,,,,
446.0,F2004,,,,,,,
446.0,F2005,,,,,,,
446.0,F2006,,,,,,,
446.0,F2007,,,,,,,
446.0,F2008,,,,,,,
446.0,F2009,,,,,,,
446.0,F2010,,,,,,,
446.0,F2011,,,,,,,
446.0,F2012,,,,,,,
446.0,F2013,,,,,,,
446.0,F2014,,,,,,,
446.0,F2015,,,,,,,
446.0,F2016,,,,,,,
446.0,F2017,,,,,2.0,2.0,
446.0,F2018,,,,,,,
446.0,F2019,,,,,,,
446.0,F2020,,,,,,,
446.0,F2021,,,,,,,
446.0,F2022,,,,,,,
450.0,F1980,,,,,,,
450.0,F1981,1.0,,,,1.0,2.0,
450.0,F1982,,,,,1.0,1.0,
450.0,F1983,,,,,1.0,1.0,
450.0,F1984,,,,,1.0,1.0,
450.0,F1985,,,,,,,
450.0,F1986,,,1.0,,1.0,2.0,
450.0,F1987,,,,,,,
450.0,F1988,1.0,,,,,1.0,
450.0,F1989,,,,,1.0,1.0,
450.0,F1990,,,,,,,
450.0,F1991,,,,,1.0,1.0,
450.0,F1992,,,,,,,
450.0,F1993,,,,,,,
450.0,F1994,,,,,3.0,3.0,
450.0,F1995,,,,,,,
450.0,F1996,,,,,1.0,1.0,
450.0,F1997,,,,,2.0,2.0,
450.0,F1998,,,1.0,,,1.0,
450.0,F1999,,,,,,,
450.0,F2000,1.0,,,,2.0,3.0,
450.0,F2001,,,,,,,
450.0,F2002,1.0,,,,3.0,4.0,
450.0,F2003,,,1.0,,3.0,4.0,
450.0,F2004,,,,,2.0,2.0,
450.0,F2005,1.0,,2.0,,1.0,4.0,
450.0,F2006,,,,,2.0,2.0,
450.0,F2007,,,1.0,,3.0,4.0,
450.0,F2008,1.0,,,,3.0,4.0,
450.0,F2009,,,,,3.0,3.0,
450.0,F2010,,,,,1.0,1.0,
450.0,F2011,,,,,1.0,1.0,
450.0,F2012,,,,,3.0,3.0,
450.0,F2013,,,,,2.0,2.0,
450.0,F2014,1.0,,,,1.0,2.0,
450.0,F2015,,,1.0,,2.0,3.0,
450.0,F2016,1.0,,,,,1.0,
450.0,F2017,1.0,,,,1.0,2.0,
450.0,F2018,,,,,2.0,2.0,
450.0,F2019,,,1.0,,2.0,3.0,
450.0,F2020,1.0,,1.0,,1.0,3.0,
450.0,F2021,,,1.0,,1.0,2.0,
450.0,F2022,,,1.0,,6.0,7.0,
454.0,F1980,,,,,,,
454.0,F1981,,,,,,,
454.0,F1982,,,1.0,,,1.0,
454.0,F1983,,,,,,,
454.0,F1984,,,,,,,
454.0,F1985,,,,,,,
454.0,F1986,,,,,,,
454.0,F1987,1.0,,,,,1.0,
454.0,F1988,,,,,,,
454.0,F1989,,,1.0,,,1.0,
454.0,F1990,1.0,,,,,1.0,
454.0,F1991,,,1.0,,,1.0,
454.0,F1992,1.0,,,,,1.0,
454.0,F1993,,,,,,,
454.0,F1994,,,,,,,
454.0,F1995,,,2.0,,,2.0,
454.0,F1996,,,,,,,
454.0,F1997,,,1.0,,,1.0,
454.0,F1998,,,1.0,,,1.0,
454.0,F1999,,,1.0,,,1.0,
454.0,F2000,,,1.0,,,1.0,
454.0,F2001,,,2.0,,,2.0,
454.0,F2002,1.0,,2.0,,,3.0,
454.0,F2003,,,2.0,,,2.0,
454.0,F2004,,,,,,,
454.0,F2005,1.0,,1.0,,1.0,3.0,
454.0,F2006,,,2.0,,,2.0,
454.0,F2007,1.0,,4.0,,,5.0,
454.0,F2008,,,1.0,,,1.0,
454.0,F2009,,,,,,,
454.0,F2010,,,1.0,,,1.0,
454.0,F2011,,,3.0,,,3.0,
454.0,F2012,1.0,,2.0,,1.0,4.0,
454.0,F2013,,,1.0,,,1.0,
454.0,F2014,,,,,,,
454.0,F2015,1.0,,1.0,,1.0,3.0,
454.0,F2016,,,1.0,,,1.0,
454.0,F2017,,,1.0,,,1.0,
454.0,F2018,,,3.0,,,3.0,
454.0,F2019,,,2.0,1.0,,3.0,
454.0,F2020,,,1.0,,,1.0,
454.0,F2021,,,,,1.0,1.0,
454.0,F2022,1.0,,1.0,,2.0,4.0,
458.0,F1980,,,,,,,
458.0,F1981,,,,,,,
458.0,F1982,,,,,,,
458.0,F1983,,,1.0,,,1.0,
458.0,F1984,,,,,,,
458.0,F1985,,,,,,,
458.0,F1986,,,1.0,,,1.0,
458.0,F1987,,,1.0,,,1.0,
458.0,F1988,,,1.0,,,1.0,
458.0,F1989,,,,,,,
458.0,F1990,,,,,,,
458.0,F1991,,,,,,,
458.0,F1992,,,,,,,
458.0,F1993,,,1.0,,,1.0,
458.0,F1994,,,,,,,
458.0,F1995,,,,1.0,,2.0,1.0
458.0,F1996,,,1.0,1.0,1.0,3.0,
458.0,F1997,,,,,1.0,2.0,1.0
458.0,F1998,1.0,,1.0,,,3.0,1.0
458.0,F1999,,,1.0,,,1.0,
458.0,F2000,,,1.0,,1.0,2.0,
458.0,F2001,,,4.0,,,4.0,
458.0,F2002,,,,1.0,1.0,2.0,
458.0,F2003,,,3.0,,,3.0,
458.0,F2004,,,3.0,,2.0,5.0,
458.0,F2005,,,2.0,,,3.0,1.0
458.0,F2006,,,4.0,,,4.0,
458.0,F2007,,,2.0,,,2.0,
458.0,F2008,,,2.0,,,2.0,
458.0,F2009,,,2.0,,,2.0,
458.0,F2010,,,,,,,
458.0,F2011,,,1.0,1.0,,2.0,
458.0,F2012,,,,,,,
458.0,F2013,,,1.0,,,1.0,
458.0,F2014,1.0,,1.0,,,2.0,
458.0,F2015,,,1.0,,,1.0,
458.0,F2016,,,4.0,,,4.0,
458.0,F2017,,,3.0,,1.0,4.0,
458.0,F2018,,,2.0,,,2.0,
458.0,F2019,,,4.0,,,4.0,
458.0,F2020,,,5.0,,,5.0,
458.0,F2021,,,8.0,,,8.0,
458.0,F2022,,,5.0,1.0,,6.0,
462.0,F1980,,,,,,,
462.0,F1981,,,,,,,
462.0,F1982,,,,,,,
462.0,F1983,,,,,,,
462.0,F1984,,,,,,,
462.0,F1985,,,,,,,
462.0,F1986,,,,,,,
462.0,F1987,,,1.0,,,1.0,
462.0,F1988,,,,,,,
462.0,F1989,,,,,,,
462.0,F1990,,,,,,,
462.0,F1991,,,,,1.0,1.0,
462.0,F1992,,,,,,,
462.0,F1993,,,,,,,
462.0,F1994,,,,,,,
462.0,F1995,,,,,,,
462.0,F1996,,,,,,,
462.0,F1997,,,,,,,
462.0,F1998,,,,,,,
462.0,F1999,,,,,,,
462.0,F2000,,,,,,,
462.0,F2001,,,,,,,
462.0,F2002,,,,,,,
462.0,F2003,,,,,,,
462.0,F2004,,,,,,,
462.0,F2005,,,,,,,
462.0,F2006,,,,,,,
462.0,F2007,,,1.0,,,1.0,
462.0,F2008,,,,,,,
462.0,F2009,,,,,,,
462.0,F2010,,,,,,,
462.0,F2011,,,,,,,
462.0,F2012,,,,,,,
462.0,F2013,,,,,,,
462.0,F2014,,,,,,,
462.0,F2015,,,,,,,
462.0,F2016,,,,,,,
462.0,F2017,,,,,,,
462.0,F2018,,,,,,,
462.0,F2019,,,1.0,,,1.0,
462.0,F2020,,,,,,,
462.0,F2021,,,,,1.0,1.0,
462.0,F2022,,,,,,,
466.0,F1980,1.0,,,,,1.0,
466.0,F1981,,,,,,,
466.0,F1982,,,,,,,
466.0,F1983,,,,,,,
466.0,F1984,,,,,,,
466.0,F1985,,,,,,,
466.0,F1986,,,,,,,
466.0,F1987,,,,,,,
466.0,F1988,,,1.0,,,1.0,
466.0,F1989,,,1.0,,,1.0,
466.0,F1990,,,,,,,
466.0,F1991,1.0,,,,,1.0,
466.0,F1992,,,,,,,
466.0,F1993,,,,,,,
466.0,F1994,,,,,,,
466.0,F1995,,,,,,,
466.0,F1996,,,,,,,
466.0,F1997,,,,,,,
466.0,F1998,,,2.0,,,2.0,
466.0,F1999,,,1.0,,,1.0,
466.0,F2000,,,1.0,,,1.0,
466.0,F2001,1.0,,1.0,,,2.0,
466.0,F2002,,,1.0,,,1.0,
466.0,F2003,,,1.0,,,1.0,
466.0,F2004,,,,,,,
466.0,F2005,1.0,,2.0,,,3.0,
466.0,F2006,1.0,,1.0,,,2.0,
466.0,F2007,,,2.0,,,2.0,
466.0,F2008,,,1.0,,,1.0,
466.0,F2009,,,1.0,,,1.0,
466.0,F2010,1.0,,2.0,,,3.0,
466.0,F2011,1.0,,1.0,,,2.0,
466.0,F2012,,,,,,,
466.0,F2013,,,2.0,,,2.0,
466.0,F2014,,,,,,,
466.0,F2015,,,1.0,,,1.0,
466.0,F2016,,,1.0,,,1.0,
466.0,F2017,,,,,,,
466.0,F2018,,,1.0,,,1.0,
466.0,F2019,,,2.0,,,2.0,
466.0,F2020,1.0,,,,,1.0,
466.0,F2021,,,,,,,
466.0,F2022,1.0,,1.0,,,2.0,
478.0,F1980,1.0,,,,,1.0,
478.0,F1981,,,,,,,
478.0,F1982,,,,,,,
478.0,F1983,,,,,,,
478.0,F1984,,,1.0,,,1.0,
478.0,F1985,,,1.0,,,1.0,
478.0,F1986,,,,,,,
478.0,F1987,,,,,,,
478.0,F1988,,,,,,,
478.0,F1989,,,,,,,
478.0,F1990,,,,,,,
478.0,F1991,,,,,1.0,1.0,
478.0,F1992,,,,,,,
478.0,F1993,1.0,,,,,1.0,
478.0,F1994,,,,,,,
478.0,F1995,,,1.0,,,1.0,
478.0,F1996,,,,,,,
478.0,F1997,1.0,,,,,1.0,
478.0,F1998,,,,,,,
478.0,F1999,,,2.0,,1.0,3.0,
478.0,F2000,,,,,,,
478.0,F2001,1.0,,1.0,,,2.0,
478.0,F2002,,,1.0,,,1.0,
478.0,F2003,,,1.0,,,1.0,
478.0,F2004,,,,,,,
478.0,F2005,,,1.0,,,1.0,
478.0,F2006,,,2.0,,,2.0,
478.0,F2007,,,2.0,,,2.0,
478.0,F2008,,,,,,,
478.0,F2009,,,1.0,,,1.0,
478.0,F2010,1.0,,1.0,,,2.0,
478.0,F2011,1.0,,,,,1.0,
478.0,F2012,,,,,,,
478.0,F2013,,,1.0,,,1.0,
478.0,F2014,,,,,,,
478.0,F2015,,,,,,,
478.0,F2016,,,,,,,
478.0,F2017,1.0,,,,1.0,2.0,
478.0,F2018,1.0,,,,,1.0,
478.0,F2019,,,1.0,,,1.0,
478.0,F2020,1.0,,2.0,,,3.0,
478.0,F2021,,,,,,,
478.0,F2022,,,1.0,,,1.0,
480.0,F1980,,,,,,,
480.0,F1981,,,,,,,
480.0,F1982,,,,,2.0,2.0,
480.0,F1983,,,,,1.0,1.0,
480.0,F1984,,,,,,,
480.0,F1985,,,,,,,
480.0,F1986,,,,,,,
480.0,F1987,,,,,,,
480.0,F1988,,,,,,,
480.0,F1989,,,,,1.0,1.0,
480.0,F1990,,,,,,,
480.0,F1991,,,,,1.0,1.0,
480.0,F1992,,,,,,,
480.0,F1993,,,,,,,
480.0,F1994,,,,,1.0,1.0,
480.0,F1995,,,,,,,
480.0,F1996,,,,,1.0,1.0,
480.0,F1997,,,,,,,
480.0,F1998,,,,,,,
480.0,F1999,1.0,,,,1.0,2.0,
480.0,F2000,,,,,,,
480.0,F2001,,,,,,,
480.0,F2002,,,,,1.0,1.0,
480.0,F2003,,,,,,,
480.0,F2004,,,,,,,
480.0,F2005,,,,,,,
480.0,F2006,,,,,,,
480.0,F2007,,,,,1.0,1.0,
480.0,F2008,,,,,,,
480.0,F2009,,,,,,,
480.0,F2010,,,,,,,
480.0,F2011,,,,,,,
480.0,F2012,,,,,,,
480.0,F2013,,,1.0,,,1.0,
480.0,F2014,,,,,,,
480.0,F2015,,,,,,,
480.0,F2016,,,,,,,
480.0,F2017,,,,,,,
480.0,F2018,,,,,1.0,1.0,
480.0,F2019,,,,,,,
480.0,F2020,,,,,,,
480.0,F2021,,,,,,,
480.0,F2022,,,,,1.0,1.0,
484.0,F1980,,,2.0,,,2.0,
484.0,F1981,,,,,1.0,1.0,
484.0,F1982,,,2.0,,1.0,3.0,
484.0,F1983,,,,1.0,2.0,3.0,
484.0,F1984,,,1.0,,1.0,2.0,
484.0,F1985,,,,,,,
484.0,F1986,,,1.0,,,1.0,
484.0,F1987,,,2.0,,,2.0,
484.0,F1988,1.0,1.0,,,3.0,5.0,
484.0,F1989,,,1.0,,,2.0,1.0
484.0,F1990,,1.0,1.0,,1.0,3.0,
484.0,F1991,,,2.0,,1.0,3.0,
484.0,F1992,,2.0,,,1.0,3.0,
484.0,F1993,,,2.0,,5.0,7.0,
484.0,F1994,,,,,,,
484.0,F1995,1.0,1.0,,,5.0,7.0,
484.0,F1996,1.0,,1.0,,4.0,6.0,
484.0,F1997,,2.0,,1.0,3.0,6.0,
484.0,F1998,,1.0,2.0,1.0,4.0,9.0,1.0
484.0,F1999,1.0,1.0,4.0,,1.0,7.0,
484.0,F2000,,1.0,3.0,,2.0,6.0,
484.0,F2001,,,1.0,,5.0,6.0,
484.0,F2002,1.0,1.0,2.0,,3.0,7.0,
484.0,F2003,,1.0,3.0,1.0,2.0,8.0,1.0
484.0,F2004,,1.0,2.0,,,3.0,
484.0,F2005,,,3.0,,4.0,7.0,
484.0,F2006,,1.0,1.0,2.0,3.0,7.0,
484.0,F2007,,,2.0,1.0,4.0,7.0,
484.0,F2008,,,1.0,1.0,1.0,3.0,
484.0,F2009,,,5.0,,2.0,7.0,
484.0,F2010,,,2.0,2.0,4.0,8.0,
484.0,F2011,1.0,1.0,3.0,,5.0,11.0,1.0
484.0,F2012,,,,,2.0,2.0,
484.0,F2013,,,1.0,,4.0,5.0,
484.0,F2014,,,,,6.0,6.0,
484.0,F2015,,,1.0,,3.0,4.0,
484.0,F2016,,,5.0,,2.0,7.0,
484.0,F2017,,,1.0,,4.0,5.0,
484.0,F2018,,,1.0,,2.0,3.0,
484.0,F2019,,,3.0,,3.0,6.0,
484.0,F2020,,,2.0,,5.0,7.0,
484.0,F2021,,,3.0,,7.0,10.0,
484.0,F2022,,,2.0,,3.0,5.0,
496.0,F1980,,,,,,,
496.0,F1981,,,,,,,
496.0,F1982,,,1.0,,,1.0,
496.0,F1983,,,,,,,
496.0,F1984,,,,,,,
496.0,F1985,,,,,,,
496.0,F1986,,,,,,1.0,1.0
496.0,F1987,,,,,,,
496.0,F1988,,,,,,,
496.0,F1989,,,,,,,
496.0,F1990,,,,,1.0,2.0,1.0
496.0,F1991,,,,,1.0,1.0,
496.0,F1992,,,,,,,
496.0,F1993,,,,,1.0,1.0,
496.0,F1994,,,1.0,,,1.0,
496.0,F1995,,,,,,,
496.0,F1996,,,1.0,,,2.0,1.0
496.0,F1997,,,,,,,
496.0,F1998,,,,,,,
496.0,F1999,,,,,,,
496.0,F2000,1.0,,,,2.0,3.0,
496.0,F2001,,,,,1.0,1.0,
496.0,F2002,,,,,2.0,2.0,
496.0,F2003,,,1.0,,,1.0,
496.0,F2004,,,,,,,
496.0,F2005,,,,,,,
496.0,F2006,,,,,,,
496.0,F2007,,,,,,,
496.0,F2008,,,,,1.0,1.0,
496.0,F2009,,1.0,1.0,,,2.0,
496.0,F2010,,,,,,,
496.0,F2011,,,,,,,
496.0,F2012,,,,,,,
496.0,F2013,,,,,,,
496.0,F2014,,,,,,,
496.0,F2015,,1.0,,,,1.0,
496.0,F2016,,1.0,,,,1.0,
496.0,F2017,,,,1.0,,1.0,
496.0,F2018,,1.0,1.0,,1.0,3.0,
496.0,F2019,,1.0,1.0,,1.0,3.0,
496.0,F2020,,,3.0,,1.0,4.0,
496.0,F2021,,,1.0,,1.0,2.0,
496.0,F2022,,1.0,1.0,,,2.0,
498.0,F1980,,,,,,,
498.0,F1981,,,,,,,
498.0,F1982,,,,,,,
498.0,F1983,,,,,,,
498.0,F1984,,,,,,,
498.0,F1985,,,,,,,
498.0,F1986,,,,,,,
498.0,F1987,,,,,,,
498.0,F1988,,,,,,,
498.0,F1989,,,,,,,
498.0,F1990,,,,,,,
498.0,F1991,,,,,,,
498.0,F1992,,,,,,,
498.0,F1993,,,,,,,
498.0,F1994,,,1.0,,1.0,2.0,
498.0,F1995,,,,,,,
498.0,F1996,,,,,,,
498.0,F1997,,,1.0,,,1.0,
498.0,F1998,,,,,,,
498.0,F1999,,,1.0,,,1.0,
498.0,F2000,1.0,,,,1.0,2.0,
498.0,F2001,,,,,,,
498.0,F2002,,,1.0,,,1.0,
498.0,F2003,,,,,,,
498.0,F2004,,,,,,,
498.0,F2005,,1.0,1.0,,,2.0,
498.0,F2006,,,,,,,
498.0,F2007,1.0,,,,,1.0,
498.0,F2008,,,1.0,,,1.0,
498.0,F2009,,,,,,,
498.0,F2010,,,1.0,,,1.0,
498.0,F2011,,,,,,,
498.0,F2012,1.0,1.0,,,,2.0,
498.0,F2013,,,,,,,
498.0,F2014,,,,,,,
498.0,F2015,,,,,,,
498.0,F2016,,,,,,,
498.0,F2017,,,,,,,
498.0,F2018,,,,,,,
498.0,F2019,,1.0,,,,1.0,
498.0,F2020,,,,,,,
498.0,F2021,,,,,,,
498.0,F2022,,,,,,,
499.0,F1980,,,,,,,
499.0,F1981,,,,,,,
499.0,F1982,,,,,,,
499.0,F1983,,,,,,,
499.0,F1984,,,,,,,
499.0,F1985,,,,,,,
499.0,F1986,,,,,,,
499.0,F1987,,,,,,,
499.0,F1988,,,,,,,
499.0,F1989,,,,,,,
499.0,F1990,,,,,,,
499.0,F1991,,,,,,,
499.0,F1992,,,,,,,
499.0,F1993,,,,,,,
499.0,F1994,,,,,,,
499.0,F1995,,,,,,,
499.0,F1996,,,,,,,
499.0,F1997,,,,,,,
499.0,F1998,,,,,,,
499.0,F1999,,,,,,,
499.0,F2000,,,,,,,
499.0,F2001,,,,,,,
499.0,F2002,,,,,,,
499.0,F2003,,,,,,,
499.0,F2004,,,,,,,
499.0,F2005,,,,,,,
499.0,F2006,,,,,,,
499.0,F2007,,,1.0,,,1.0,
499.0,F2008,,,,,,,
499.0,F2009,,,1.0,,,1.0,
499.0,F2010,,,2.0,,,2.0,
499.0,F2011,,,,,,,
499.0,F2012,,1.0,,,,1.0,
499.0,F2013,,,,,,,
499.0,F2014,,,,,,,
499.0,F2015,,,,,,,
499.0,F2016,,,,,,,
499.0,F2017,,,,,,1.0,1.0
499.0,F2018,,,,,,,
499.0,F2019,,,,,,,
499.0,F2020,,,,,,,
499.0,F2021,,,,,,,
499.0,F2022,,,,,,,
500.0,F1980,,,,,,,
500.0,F1981,,,,,,,
500.0,F1982,,,,,,,
500.0,F1983,,,,,,,
500.0,F1984,,,,,,,
500.0,F1985,,,,,,,
500.0,F1986,,,,,,,
500.0,F1987,,,,,,,
500.0,F1988,,,,,,,
500.0,F1989,,,,,1.0,1.0,
500.0,F1990,,,,,1.0,1.0,
500.0,F1991,,,,,,,
500.0,F1992,,,,,,,
500.0,F1993,,,,,,,
500.0,F1994,,,,,,,
500.0,F1995,,,,,1.0,1.0,
500.0,F1996,,,,,,,
500.0,F1997,,,,,,,
500.0,F1998,,,,,,,
500.0,F1999,,,,,,,
500.0,F2000,,,,,,,
500.0,F2001,,,,,,,
500.0,F2002,,,,,,,
500.0,F2003,,,,,,,
500.0,F2004,,,,,,,
500.0,F2005,,,,,,,
500.0,F2006,,,,,,,
500.0,F2007,,,,,,,
500.0,F2008,,,,,,,
500.0,F2009,,,,,,,
500.0,F2010,,,,,,,
500.0,F2011,,,,,,,
500.0,F2012,,,,,,,
500.0,F2013,,,,,,,
500.0,F2014,,,,,,,
500.0,F2015,,,,,,,
500.0,F2016,,,,,,,
500.0,F2017,,,,,,,
500.0,F2018,,,,,,,
500.0,F2019,,,,,,,
500.0,F2020,,,,,,,
500.0,F2021,,,,,,,
500.0,F2022,,,,,,,
504.0,F1980,,,,,,,
504.0,F1981,,,,,,,
504.0,F1982,,,,1.0,,1.0,
504.0,F1983,1.0,,,,,1.0,
504.0,F1984,1.0,,,,,1.0,
504.0,F1985,,,,,,,
504.0,F1986,,,,,,,
504.0,F1987,,,,,,,
504.0,F1988,,,,,,,
504.0,F1989,,,,,,,
504.0,F1990,,,,,,,
504.0,F1991,,,,,,,
504.0,F1992,,,,,,,
504.0,F1993,,,,,,,
504.0,F1994,,,,,,,
504.0,F1995,,,3.0,,,3.0,
504.0,F1996,,,1.0,,1.0,2.0,
504.0,F1997,,,1.0,,,1.0,
504.0,F1998,,,,,,,
504.0,F1999,1.0,,,,,1.0,
504.0,F2000,,1.0,2.0,,,3.0,
504.0,F2001,,,1.0,,,1.0,
504.0,F2002,,,1.0,,,1.0,
504.0,F2003,,,1.0,,,1.0,
504.0,F2004,,,,,,,
504.0,F2005,,,,,1.0,1.0,
504.0,F2006,,,3.0,,,3.0,
504.0,F2007,,,,,,,
504.0,F2008,,,2.0,,,2.0,
504.0,F2009,,,2.0,,,2.0,
504.0,F2010,,,2.0,,,2.0,
504.0,F2011,,,,,,,
504.0,F2012,,1.0,,,,1.0,
504.0,F2013,,,,,,,
504.0,F2014,,,1.0,,2.0,3.0,
504.0,F2015,,,,,,,
504.0,F2016,,1.0,,,,1.0,
504.0,F2017,,2.0,,,,2.0,
504.0,F2018,,1.0,,,,1.0,
504.0,F2019,,,2.0,1.0,,3.0,
504.0,F2020,,,,,,,
504.0,F2021,,,2.0,,,2.0,
504.0,F2022,,,,,,,
508.0,F1980,,,,,,,
508.0,F1981,1.0,,1.0,,,2.0,
508.0,F1982,,,,,,,
508.0,F1983,,,,,,,
508.0,F1984,,,,,1.0,1.0,
508.0,F1985,,,1.0,,1.0,2.0,
508.0,F1986,,,,,,,
508.0,F1987,1.0,,,,,1.0,
508.0,F1988,,,,,1.0,1.0,
508.0,F1989,,,1.0,,,1.0,
508.0,F1990,1.0,,,,,1.0,
508.0,F1991,,,,,,,
508.0,F1992,,,,,,,
508.0,F1993,,,,,,,
508.0,F1994,,,,,1.0,1.0,
508.0,F1995,,,,,,,
508.0,F1996,,,,,1.0,1.0,
508.0,F1997,,,1.0,,1.0,2.0,
